"RECORDING_SESSION_LABEL"	"TRIAL_INDEX"	"CURRENT_FIX_DURATION"	"CURRENT_FIX_INDEX"	"CURRENT_FIX_INTEREST_AREAS"	"CURRENT_FIX_INTEREST_AREA_DATA"	"CURRENT_FIX_INTEREST_AREA_DWELL_TIME"	"CURRENT_FIX_INTEREST_AREA_FIX_COUNT"	"CURRENT_FIX_INTEREST_AREA_ID"	"CURRENT_FIX_INTEREST_AREA_INDEX"	"CURRENT_FIX_INTEREST_AREA_LABEL"	"CURRENT_FIX_INTEREST_AREA_RUN_ID"	"CURRENT_FIX_LABEL"	"CURRENT_FIX_NEAREST_INTEREST_AREA"	"CURRENT_FIX_NEAREST_INTEREST_AREA_LABEL"	"CURRENT_FIX_NEAREST_INTEREST_AREA_DISTANCE"	"CURRENT_FIX_REFIX_INTEREST_AREA"	"CURRENT_FIX_REFIX_PREV_INTEREST_AREA"	"CURRENT_FIX_RUN_INDEX"	"CURRENT_FIX_RUN_SIZE"	"EYE_USED"	"NEXT_FIX_INTEREST_AREAS"	"NEXT_FIX_INTEREST_AREA_DATA"	"NEXT_FIX_INTEREST_AREA_ID"	"NEXT_FIX_INTEREST_AREA_LABEL"	"NEXT_FIX_INTEREST_AREA_RUN_ID"	"NEXT_FIX_INTEREST_AREA_INDEX"	"NEXT_SAC_DIRECTION"	"NEXT_SAC_END_INTEREST_AREAS"	"NEXT_SAC_END_INTEREST_AREA_ID"	"NEXT_SAC_END_INTEREST_AREA_LABEL"	"NEXT_SAC_END_INTEREST_AREA_INDEX"	"NEXT_SAC_DURATION"	"NEXT_SAC_PEAK_VELOCITY"	"NEXT_SAC_AMPLITUDE"	"PREVIOUS_FIX_INTEREST_AREA_ID"	"TRIAL_FIXATION_TOTAL"	"Session_Name_"	"Trial_Index_"	"paragraphid"	"speechid"
"P13"	16	243	28	[ 143]	[STATIC, RECTANGLE, 1235.0, 208.0, 1250.0, 307.0]	243	1	143	143	"a"	1	Fixation: 7568 ms	143	"a"	0,26	0	0	1	1	"RIGHT"	[ 151]	[STATIC, RECTANGLE, 1377.0, 208.0, 1400.0, 307.0]	151	"C"	1	151	RIGHT	[ 151]	151	C	151	25	221,70	2,89	136	53	P13	16	5	26682
"P13"	16	262	29	[ 151]	[STATIC, RECTANGLE, 1377.0, 208.0, 1400.0, 307.0]	262	1	151	151	"C"	1	Fixation: 7836 ms	151	"C"	0,12	0	0	1	1	"RIGHT"	[ 157]	[STATIC, RECTANGLE, 1475.0, 208.0, 1490.0, 307.0]	157	"i"	1	157	.	[ 150]	150	r	150	9	44,28	0,46	143	53	P13	16	5	26682
"P13"	16	160	30	[ 157]	[STATIC, RECTANGLE, 1475.0, 208.0, 1490.0, 307.0]	160	1	157	157	"i"	1	Fixation: 8166 ms	157	"i"	0,30	0	0	1	1	"RIGHT"	[ 235]	[STATIC, RECTANGLE, 1415.0, 307.0, 1437.0, 406.0]	235	"t"	1	235	DOWN	[ 234]	234	a	234	452	355,94	2,05	151	53	P13	16	5	26682
"P13"	16	167	31	[ 235]	[STATIC, RECTANGLE, 1415.0, 307.0, 1437.0, 406.0]	338	2	235	235	"t"	1	Fixation: 8778 ms	235	"t"	0,91	0	0	1	1	"RIGHT"	[ 155]	[STATIC, RECTANGLE, 1445.0, 208.0, 1460.0, 307.0]	155	"r"	1	155	UP	[ 154]	154	e	154	25	148,86	1,65	157	53	P13	16	5	26682
"P13"	16	283	32	[ 155]	[STATIC, RECTANGLE, 1445.0, 208.0, 1460.0, 307.0]	283	1	155	155	"r"	1	Fixation: 8970 ms	155	"r"	0,27	0	1	1	1	"RIGHT"	[ 150]	[STATIC, RECTANGLE, 1355.0, 208.0, 1377.0, 307.0]	150	"r"	1	150	LEFT	[ 150]	150	r	150	29	144,02	2,38	235	53	P13	16	5	26682
"P13"	16	392	33	[ 150]	[STATIC, RECTANGLE, 1355.0, 208.0, 1377.0, 307.0]	392	1	150	150	"r"	1	Fixation: 9282 ms	150	"r"	0,16	0	1	1	1	"RIGHT"	[ 162]	[STATIC, RECTANGLE, 1565.0, 208.0, 1580.0, 307.0]	162	"a"	1	162	RIGHT	[ 161]	161	H	161	38	309,53	3,78	155	53	P13	16	5	26682
"P13"	16	186	34	[ 162]	[STATIC, RECTANGLE, 1565.0, 208.0, 1580.0, 307.0]	186	1	162	162	"a"	1	Fixation: 9712 ms	162	"a"	0,70	0	1	1	1	"RIGHT"	[ 163]	[STATIC, RECTANGLE, 1580.0, 208.0, 1605.0, 307.0]	163	"n"	1	163	.	[ 163]	163	n	163	10	45,63	0,44	150	53	P13	16	5	26682
"P13"	16	247	35	[ 163]	[STATIC, RECTANGLE, 1580.0, 208.0, 1605.0, 307.0]	247	1	163	163	"n"	1	Fixation: 9908 ms	163	"n"	0,40	0	1	1	1	"RIGHT"	[ 173]	[STATIC, RECTANGLE, 335.0, 307.0, 357.0, 406.0]	173	","	1	173	LEFT	[ 174]	174	a	174	97	364,28	24,82	162	53	P13	16	5	26682
"P13"	16	126	36	[ 173]	[STATIC, RECTANGLE, 335.0, 307.0, 357.0, 406.0]	126	1	173	173	","	1	Fixation: 10252 ms	173	","	0,87	0	1	1	1	"RIGHT"	[ 167]	[STATIC, RECTANGLE, 245.0, 307.0, 260.0, 406.0]	167	"e"	1	167	LEFT	[ 88]	88	f	88	22	130,10	1,84	163	53	P13	16	5	26682
"P13"	16	255	37	[ 167]	[STATIC, RECTANGLE, 245.0, 307.0, 260.0, 406.0]	255	1	167	167	"e"	1	Fixation: 10400 ms	167	"e"	0,85	0	1	1	1	"RIGHT"	[ 177]	[STATIC, RECTANGLE, 425.0, 307.0, 447.0, 406.0]	177	"i"	1	177	RIGHT	[ 177]	177	i	177	36	357,77	3,54	173	53	P13	16	5	26682
"P13"	16	254	38	[ 177]	[STATIC, RECTANGLE, 425.0, 307.0, 447.0, 406.0]	254	1	177	177	"i"	1	Fixation: 10691 ms	177	"i"	0,41	0	1	1	1	"RIGHT"	[ 186]	[STATIC, RECTANGLE, 575.0, 307.0, 590.0, 406.0]	186	"e"	1	186	RIGHT	[ 185]	185	r	185	32	257,36	2,63	167	53	P13	16	5	26682
"P13"	16	148	39	[ 186]	[STATIC, RECTANGLE, 575.0, 307.0, 590.0, 406.0]	148	1	186	186	"e"	1	Fixation: 10977 ms	186	"e"	0,76	0	1	1	1	"RIGHT"	[ 194]	[STATIC, RECTANGLE, 710.0, 307.0, 725.0, 406.0]	194	"e"	1	194	RIGHT	[ 193]	193	n	193	23	177,06	2,51	177	53	P13	16	5	26682
"P13"	16	223	40	[ 194]	[STATIC, RECTANGLE, 710.0, 307.0, 725.0, 406.0]	223	1	194	194	"e"	1	Fixation: 11148 ms	194	"e"	0,53	0	1	1	1	"RIGHT"	[ 203]	[STATIC, RECTANGLE, 875.0, 307.0, 897.0, 406.0]	203	"n"	1	203	RIGHT	[ 204]	204	h	204	26	250,31	3,98	186	53	P13	16	5	26682
"P13"	16	246	41	[ 203]	[STATIC, RECTANGLE, 875.0, 307.0, 897.0, 406.0]	246	1	203	203	"n"	1	Fixation: 11397 ms	203	"n"	0,26	0	1	1	1	"RIGHT"	[ 213]	[STATIC, RECTANGLE, 1040.0, 307.0, 1055.0, 406.0]	213	"e"	1	213	RIGHT	[ 205]	205	u	205	29	138,88	0,59	194	53	P13	16	5	26682
"P13"	16	177	42	[ 213]	[STATIC, RECTANGLE, 1040.0, 307.0, 1055.0, 406.0]	177	1	213	213	"e"	1	Fixation: 11672 ms	213	"e"	0,67	0	1	1	1	"RIGHT"	[ 219]	[STATIC, RECTANGLE, 1130.0, 307.0, 1145.0, 406.0]	219	"d"	1	219	RIGHT	[ 220]	220	e	220	23	167,40	2,29	203	53	P13	16	5	26682
"P13"	16	245	43	[ 219]	[STATIC, RECTANGLE, 1130.0, 307.0, 1145.0, 406.0]	245	1	219	219	"d"	1	Fixation: 11872 ms	219	"d"	0,29	0	1	1	1	"RIGHT"	[ 229]	[STATIC, RECTANGLE, 1310.0, 307.0, 1325.0, 406.0]	229	"s"	1	229	RIGHT	[ 228]	228	r	228	27	231,81	3,46	213	53	P13	16	5	26682
"P13"	16	257	44	[ 229]	[STATIC, RECTANGLE, 1310.0, 307.0, 1325.0, 406.0]	257	1	229	229	"s"	1	Fixation: 12144 ms	229	"s"	0,38	0	1	1	1	"RIGHT"	[ 235]	[STATIC, RECTANGLE, 1415.0, 307.0, 1437.0, 406.0]	235	"t"	2	235	RIGHT	[ 234]	234	a	234	20	129,68	1,78	219	53	P13	16	5	26682
"P13"	16	171	45	[ 235]	[STATIC, RECTANGLE, 1415.0, 307.0, 1437.0, 406.0]	338	2	235	235	"t"	2	Fixation: 12421 ms	235	"t"	0,35	31	0	1	1	"RIGHT"	[ 242]	[STATIC, RECTANGLE, 1535.0, 307.0, 1557.0, 406.0]	242	"n"	1	242	RIGHT	[ 242]	242	n	242	22	170,17	2,48	229	53	P13	16	5	26682
"P13"	16	185	46	[ 242]	[STATIC, RECTANGLE, 1535.0, 307.0, 1557.0, 406.0]	185	1	242	242	"n"	1	Fixation: 12614 ms	242	"n"	0,49	0	0	1	1	"RIGHT"	[ 246]	[STATIC, RECTANGLE, 1610.0, 307.0, 1625.0, 406.0]	246	"l"	1	246	RIGHT	[ 246]	246	l	246	19	115,87	1,61	235	53	P13	16	5	26682
"P13"	16	235	47	[ 246]	[STATIC, RECTANGLE, 1610.0, 307.0, 1625.0, 406.0]	235	1	246	246	"l"	1	Fixation: 12818 ms	246	"l"	0,63	0	0	1	1	"RIGHT"	[ 253]	[STATIC, RECTANGLE, 260.0, 406.0, 282.0, 478.0]	253	"s"	1	253	LEFT	[ 253]	253	s	253	110	462,91	26,95	242	53	P13	16	5	26682
"P13"	16	239	48	[ 253]	[STATIC, RECTANGLE, 260.0, 406.0, 282.0, 478.0]	239	1	253	253	"s"	1	Fixation: 13163 ms	253	"s"	0,61	0	0	1	1	"RIGHT"	[ 262]	[STATIC, RECTANGLE, 425.0, 406.0, 440.0, 478.0]	262	"d"	1	262	RIGHT	[ 262]	262	d	262	27	225,52	3,28	246	53	P13	16	5	26682
"P13"	16	164	49	[ 262]	[STATIC, RECTANGLE, 425.0, 406.0, 440.0, 478.0]	164	1	262	262	"d"	1	Fixation: 13429 ms	262	"d"	0,52	0	0	1	1	"RIGHT"	[ 274]	[STATIC, RECTANGLE, 635.0, 406.0, 650.0, 478.0]	274	"r"	1	274	RIGHT	[ 274]	274	r	274	29	292,98	4,33	253	53	P13	16	5	26682
"P13"	16	236	50	[ 274]	[STATIC, RECTANGLE, 635.0, 406.0, 650.0, 478.0]	236	1	274	274	"r"	1	Fixation: 13622 ms	274	"r"	0,75	0	0	1	1	"RIGHT"	[ 289]	[STATIC, RECTANGLE, 890.0, 406.0, 905.0, 478.0]	289	"r"	1	289	RIGHT	[ 289]	289	r	289	40	259,49	5,29	262	53	P13	16	5	26682
"P13"	16	246	51	[ 289]	[STATIC, RECTANGLE, 890.0, 406.0, 905.0, 478.0]	246	1	289	289	"r"	1	Fixation: 13898 ms	289	"r"	0,21	0	0	1	1	"RIGHT"	[ 295]	[STATIC, RECTANGLE, 1010.0, 406.0, 1025.0, 478.0]	295	"r"	1	295	RIGHT	[ 294]	294	e	294	23	159,91	2,42	274	53	P13	16	5	26682
"P13"	16	275	52	[ 295]	[STATIC, RECTANGLE, 1010.0, 406.0, 1025.0, 478.0]	275	1	295	295	"r"	1	Fixation: 14167 ms	295	"r"	0,16	0	0	1	1	"RIGHT"	[ 298]	[STATIC, RECTANGLE, 1070.0, 406.0, 1085.0, 478.0]	298	"l"	1	298	RIGHT	[ 299]	299	y	299	21	123,38	1,59	289	53	P13	16	5	26682
"P13"	16	270	53	[ 298]	[STATIC, RECTANGLE, 1070.0, 406.0, 1085.0, 478.0]	270	1	298	298	"l"	1	Fixation: 14463 ms	298	"l"	0,41	0	0	1	1	"RIGHT"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	295	53	P13	16	5	26682
"P13"	17	274	1	[ 366]	[STATIC, RECTANGLE, 950.0, 505.0, 965.0, 604.0]	491	2	366	366	"m"	1	Fixation: 7 ms	366	"m"	0,34	0	0	1	1	"RIGHT"	[ ]	.	.	.	.	.	LEFT	[ 19]	19	n	19	69	329,95	11,69	.	92	P13	17	6	26682
"P13"	17	174	2	[ ]	.	.	.	.	.	.	.	Fixation: 488 ms	6	"e"	1,39	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	.	[ ]	.	.	.	9	44,99	0,44	366	92	P13	17	6	26682
"P13"	17	139	3	[ ]	.	.	.	.	.	.	.	Fixation: 671 ms	5	"k"	1,79	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ ]	.	.	.	24	214,49	3,30	.	92	P13	17	6	26682
"P13"	17	225	4	[ ]	.	.	.	.	.	.	.	Fixation: 834 ms	15	"e"	2,14	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ ]	.	.	.	24	205,24	2,73	.	92	P13	17	6	26682
"P13"	17	200	5	[ ]	.	.	.	.	.	.	.	Fixation: 1083 ms	21	"å"	1,58	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	.	[ ]	.	.	.	8	48,45	0,46	.	92	P13	17	6	26682
"P13"	17	155	6	[ ]	.	.	.	.	.	.	.	Fixation: 1291 ms	20	"m"	1,75	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ ]	.	.	.	53	224,25	3,50	.	92	P13	17	6	26682
"P13"	17	156	7	[ ]	.	.	.	.	.	.	.	Fixation: 1499 ms	29	"e"	1,06	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ 37]	37	r	37	25	227,90	3,03	.	92	P13	17	6	26682
"P13"	17	299	8	[ ]	.	.	.	.	.	.	.	Fixation: 1680 ms	36	"a"	0,82	.	.	.	.	"RIGHT"	[ 39]	[STATIC, RECTANGLE, 890.0, 136.0, 905.0, 208.0]	39	"k"	1	39	RIGHT	[ 39]	39	k	39	16	80,26	1,15	.	92	P13	17	6	26682
"P13"	17	197	9	[ 39]	[STATIC, RECTANGLE, 890.0, 136.0, 905.0, 208.0]	197	1	39	39	"k"	1	Fixation: 1995 ms	39	"k"	0,67	0	1	1	1	"RIGHT"	[ ]	.	.	.	.	.	LEFT	[ ]	.	.	.	26	118,19	1,84	.	92	P13	17	6	26682
"P13"	17	177	10	[ ]	.	.	.	.	.	.	.	Fixation: 2218 ms	35	"k"	0,95	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	LEFT	[ ]	.	.	.	34	148,98	2,35	39	92	P13	17	6	26682
"P13"	17	186	11	[ ]	.	.	.	.	.	.	.	Fixation: 2429 ms	30	"j"	1,09	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	LEFT	[ ]	.	.	.	24	128,47	2,04	.	92	P13	17	6	26682
"P13"	17	345	12	[ ]	.	.	.	.	.	.	.	Fixation: 2639 ms	25	"t"	1,37	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ ]	.	.	.	30	223,09	3,57	.	92	P13	17	6	26682
"P13"	17	308	13	[ ]	.	.	.	.	.	.	.	Fixation: 3014 ms	34	"å"	1,11	.	.	.	.	"RIGHT"	[ 36]	[STATIC, RECTANGLE, 845.0, 136.0, 860.0, 208.0]	36	"a"	1	36	RIGHT	[ 37]	37	r	37	18	90,50	1,19	.	92	P13	17	6	26682
"P13"	17	117	14	[ 36]	[STATIC, RECTANGLE, 845.0, 136.0, 860.0, 208.0]	117	1	36	36	"a"	1	Fixation: 3340 ms	36	"a"	0,71	0	1	1	1	"RIGHT"	[ 41]	[STATIC, RECTANGLE, 920.0, 136.0, 935.0, 208.0]	41	"e"	1	41	RIGHT	[ 42]	42	r	42	24	153,05	2,14	.	92	P13	17	6	26682
"P13"	17	253	15	[ 41]	[STATIC, RECTANGLE, 920.0, 136.0, 935.0, 208.0]	253	1	41	41	"e"	1	Fixation: 3481 ms	41	"e"	0,51	0	1	1	1	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ ]	.	.	.	17	64,08	0,93	36	92	P13	17	6	26682
"P13"	17	219	16	[ ]	.	.	.	.	.	.	.	Fixation: 3751 ms	44	"s"	0,90	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ ]	.	.	.	25	204,24	2,87	41	92	P13	17	6	26682
"P13"	17	317	17	[ ]	.	.	.	.	.	.	.	Fixation: 3995 ms	52	"m"	1,44	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ ]	.	.	.	21	122,88	1,63	.	92	P13	17	6	26682
"P13"	17	161	18	[ ]	.	.	.	.	.	.	.	Fixation: 4333 ms	56	"e"	1,37	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ ]	.	.	.	26	250,09	3,74	.	92	P13	17	6	26682
"P13"	17	347	19	[ ]	.	.	.	.	.	.	.	Fixation: 4520 ms	67	"f"	1,29	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ ]	.	.	.	21	147,96	1,63	.	92	P13	17	6	26682
"P13"	17	462	20	[ ]	.	.	.	.	.	.	.	Fixation: 4888 ms	73	"g"	1,28	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ ]	.	.	.	15	71,32	0,90	.	92	P13	17	6	26682
"P13"	17	171	21	[ ]	.	.	.	.	.	.	.	Fixation: 5365 ms	75	"a"	1,00	.	.	.	.	"RIGHT"	[ 8]	[STATIC, RECTANGLE, 320.0, 136.0, 335.0, 208.0]	8	"i"	1	8	LEFT	[ 9]	9	g	9	97	454,47	23,61	.	92	P13	17	6	26682
"P13"	17	111	22	[ 8]	[STATIC, RECTANGLE, 320.0, 136.0, 335.0, 208.0]	111	1	8	8	"i"	1	Fixation: 5633 ms	8	"i"	0,08	0	1	1	1	"RIGHT"	[ 2]	[STATIC, RECTANGLE, 222.0, 136.0, 245.0, 208.0]	2	"v"	1	2	LEFT	[ 2]	2	v	2	24	123,65	1,74	.	92	P13	17	6	26682
"P13"	17	474	23	[ 2]	[STATIC, RECTANGLE, 222.0, 136.0, 245.0, 208.0]	474	1	2	2	"v"	1	Fixation: 5768 ms	2	"v"	0,32	0	1	1	1	"RIGHT"	[ 14]	[STATIC, RECTANGLE, 410.0, 136.0, 432.0, 208.0]	14	"n"	1	14	RIGHT	[ 14]	14	n	14	27	257,09	3,80	8	92	P13	17	6	26682
"P13"	17	258	24	[ 14]	[STATIC, RECTANGLE, 410.0, 136.0, 432.0, 208.0]	258	1	14	14	"n"	1	Fixation: 6269 ms	14	"n"	0,63	0	1	1	1	"RIGHT"	[ 99]	[STATIC, RECTANGLE, 560.0, 208.0, 582.0, 307.0]	99	"r"	1	99	RIGHT	[ 100]	100	l	100	36	218,94	3,62	2	92	P13	17	6	26682
"P13"	17	214	25	[ 99]	[STATIC, RECTANGLE, 560.0, 208.0, 582.0, 307.0]	214	1	99	99	"r"	1	Fixation: 6563 ms	99	"r"	0,83	0	1	1	1	"RIGHT"	[ 102]	[STATIC, RECTANGLE, 620.0, 208.0, 635.0, 307.0]	102	"v"	1	102	RIGHT	[ 103]	103	e	103	23	142,97	1,69	14	92	P13	17	6	26682
"P13"	17	155	26	[ 102]	[STATIC, RECTANGLE, 620.0, 208.0, 635.0, 307.0]	155	1	102	102	"v"	1	Fixation: 6800 ms	102	"v"	0,98	0	1	1	1	"RIGHT"	[ 108]	[STATIC, RECTANGLE, 725.0, 208.0, 740.0, 307.0]	108	"m"	1	108	RIGHT	[ 108]	108	m	108	22	148,74	2,04	99	92	P13	17	6	26682
"P13"	17	226	27	[ 108]	[STATIC, RECTANGLE, 725.0, 208.0, 740.0, 307.0]	226	1	108	108	"m"	1	Fixation: 6977 ms	108	"m"	0,84	0	1	1	1	"RIGHT"	[ 114]	[STATIC, RECTANGLE, 845.0, 208.0, 860.0, 307.0]	114	"u"	1	114	RIGHT	[ 113]	113	r	113	24	161,42	2,30	102	92	P13	17	6	26682
"P13"	17	183	28	[ 114]	[STATIC, RECTANGLE, 845.0, 208.0, 860.0, 307.0]	183	1	114	114	"u"	1	Fixation: 7227 ms	114	"u"	0,59	0	1	1	1	"RIGHT"	[ 122]	[STATIC, RECTANGLE, 995.0, 208.0, 1010.0, 307.0]	122	"e"	1	122	RIGHT	[ 121]	121	n	121	23	188,97	2,75	108	92	P13	17	6	26682
"P13"	17	261	29	[ 122]	[STATIC, RECTANGLE, 995.0, 208.0, 1010.0, 307.0]	1030	3	122	122	"e"	1	Fixation: 7433 ms	122	"e"	0,34	0	1	1	1	"RIGHT"	[ 119]	[STATIC, RECTANGLE, 927.0, 208.0, 950.0, 307.0]	119	"o"	1	119	LEFT	[ 119]	119	o	119	20	116,64	1,67	114	92	P13	17	6	26682
"P13"	17	586	30	[ 119]	[STATIC, RECTANGLE, 927.0, 208.0, 950.0, 307.0]	586	1	119	119	"o"	1	Fixation: 7714 ms	119	"o"	0,38	0	1	1	1	"RIGHT"	[ 122]	[STATIC, RECTANGLE, 995.0, 208.0, 1010.0, 307.0]	122	"e"	2	122	RIGHT	[ 122]	122	e	122	17	97,27	1,34	122	92	P13	17	6	26682
"P13"	17	478	31	[ 122]	[STATIC, RECTANGLE, 995.0, 208.0, 1010.0, 307.0]	1030	3	122	122	"e"	2	Fixation: 8317 ms	122	"e"	0,19	29	1	1	1	"RIGHT"	[ 127]	[STATIC, RECTANGLE, 1070.0, 208.0, 1085.0, 307.0]	127	"k"	1	127	RIGHT	[ 126]	126	r	126	18	95,84	1,42	119	92	P13	17	6	26682
"P13"	17	241	32	[ 127]	[STATIC, RECTANGLE, 1070.0, 208.0, 1085.0, 307.0]	241	1	127	127	"k"	1	Fixation: 8813 ms	127	"k"	0,74	0	1	1	1	"RIGHT"	[ 122]	[STATIC, RECTANGLE, 995.0, 208.0, 1010.0, 307.0]	122	"e"	3	122	LEFT	[ 122]	122	e	122	23	136,68	1,90	122	92	P13	17	6	26682
"P13"	17	291	33	[ 122]	[STATIC, RECTANGLE, 995.0, 208.0, 1010.0, 307.0]	1030	3	122	122	"e"	3	Fixation: 9077 ms	122	"e"	0,21	29	1	1	1	"RIGHT"	[ 128]	[STATIC, RECTANGLE, 1085.0, 208.0, 1107.0, 307.0]	128	","	1	128	RIGHT	[ 128]	128	,	128	22	133,03	2,01	127	92	P13	17	6	26682
"P13"	17	210	34	[ 128]	[STATIC, RECTANGLE, 1085.0, 208.0, 1107.0, 307.0]	210	1	128	128	","	1	Fixation: 9390 ms	128	","	0,11	0	1	1	1	"RIGHT"	[ 133]	[STATIC, RECTANGLE, 1182.0, 208.0, 1205.0, 307.0]	133	"v"	1	133	RIGHT	[ 133]	133	v	133	20	144,22	2,02	122	92	P13	17	6	26682
"P13"	17	373	35	[ 133]	[STATIC, RECTANGLE, 1182.0, 208.0, 1205.0, 307.0]	373	1	133	133	"v"	1	Fixation: 9620 ms	133	"v"	0,33	0	1	1	1	"RIGHT"	[ 135]	[STATIC, RECTANGLE, 1227.0, 208.0, 1250.0, 307.0]	135	"s"	1	135	RIGHT	[ 136]	136	t	136	21	82,36	1,19	128	92	P13	17	6	26682
"P13"	17	417	36	[ 135]	[STATIC, RECTANGLE, 1227.0, 208.0, 1250.0, 307.0]	417	1	135	135	"s"	1	Fixation: 10014 ms	135	"s"	0,35	0	1	1	1	"RIGHT"	[ 142]	[STATIC, RECTANGLE, 1347.0, 208.0, 1370.0, 307.0]	142	"h"	1	142	RIGHT	[ 142]	142	h	142	22	145,43	2,22	133	92	P13	17	6	26682
"P13"	17	192	37	[ 142]	[STATIC, RECTANGLE, 1347.0, 208.0, 1370.0, 307.0]	192	1	142	142	"h"	1	Fixation: 10453 ms	142	"h"	0,25	0	1	1	1	"RIGHT"	[ 145]	[STATIC, RECTANGLE, 1400.0, 208.0, 1415.0, 307.0]	145	"a"	1	145	RIGHT	[ 146]	146	n	146	18	93,81	1,19	135	92	P13	17	6	26682
"P13"	17	753	38	[ 145]	[STATIC, RECTANGLE, 1400.0, 208.0, 1415.0, 307.0]	753	1	145	145	"a"	1	Fixation: 10663 ms	145	"a"	0,11	0	1	1	1	"RIGHT"	[ 150]	[STATIC, RECTANGLE, 1482.0, 208.0, 1505.0, 307.0]	150	"m"	1	150	RIGHT	[ 150]	150	m	150	19	113,91	1,54	142	92	P13	17	6	26682
"P13"	17	281	39	[ 150]	[STATIC, RECTANGLE, 1482.0, 208.0, 1505.0, 307.0]	281	1	150	150	"m"	1	Fixation: 11435 ms	150	"m"	0,65	0	1	1	1	"RIGHT"	[ 152]	[STATIC, RECTANGLE, 1520.0, 208.0, 1542.0, 307.0]	152	"d"	1	152	RIGHT	[ 153]	153	v	153	17	73,88	1,13	145	92	P13	17	6	26682
"P13"	17	423	40	[ 152]	[STATIC, RECTANGLE, 1520.0, 208.0, 1542.0, 307.0]	423	1	152	152	"d"	1	Fixation: 11733 ms	152	"d"	0,85	0	1	1	1	"RIGHT"	[ 154]	[STATIC, RECTANGLE, 1565.0, 208.0, 1580.0, 307.0]	154	"o"	1	154	RIGHT	[ 154]	154	o	154	12	63,26	0,81	150	92	P13	17	6	26682
"P13"	17	198	41	[ 154]	[STATIC, RECTANGLE, 1565.0, 208.0, 1580.0, 307.0]	198	1	154	154	"o"	1	Fixation: 12168 ms	154	"o"	0,98	0	1	1	1	"RIGHT"	[ 157]	[STATIC, RECTANGLE, 1610.0, 208.0, 1635.0, 307.0]	157	"s"	1	157	RIGHT	[ 157]	157	s	157	15	65,72	0,81	152	92	P13	17	6	26682
"P13"	17	103	42	[ 157]	[STATIC, RECTANGLE, 1610.0, 208.0, 1635.0, 307.0]	103	1	157	157	"s"	1	Fixation: 12381 ms	157	"s"	1,02	0	1	1	1	"RIGHT"	[ 81]	[STATIC, RECTANGLE, 260.0, 208.0, 275.0, 307.0]	81	"r"	1	81	LEFT	[ 82]	82	n	82	107	430,33	26,68	154	92	P13	17	6	26682
"P13"	17	203	43	[ 81]	[STATIC, RECTANGLE, 260.0, 208.0, 275.0, 307.0]	203	1	81	81	"r"	1	Fixation: 12591 ms	81	"r"	0,77	0	1	1	1	"RIGHT"	[ 173]	[STATIC, RECTANGLE, 440.0, 307.0, 455.0, 406.0]	173	"e"	1	173	RIGHT	[ 174]	174	t	174	28	309,46	4,41	157	92	P13	17	6	26682
"P13"	17	242	44	[ 173]	[STATIC, RECTANGLE, 440.0, 307.0, 455.0, 406.0]	242	1	173	173	"e"	1	Fixation: 12822 ms	173	"e"	0,39	0	1	1	1	"RIGHT"	[ 186]	[STATIC, RECTANGLE, 650.0, 307.0, 665.0, 406.0]	186	"e"	1	186	RIGHT	[ 187]	187	l	187	41	236,54	4,69	81	92	P13	17	6	26682
"P13"	17	390	45	[ 186]	[STATIC, RECTANGLE, 650.0, 307.0, 665.0, 406.0]	572	2	186	186	"e"	1	Fixation: 13105 ms	186	"e"	1,01	0	1	1	1	"RIGHT"	[ 198]	[STATIC, RECTANGLE, 860.0, 307.0, 875.0, 406.0]	198	"r"	1	198	RIGHT	[ 199]	199	s	199	44	233,13	4,60	173	92	P13	17	6	26682
"P13"	17	307	46	[ 198]	[STATIC, RECTANGLE, 860.0, 307.0, 875.0, 406.0]	722	2	198	198	"r"	1	Fixation: 13539 ms	198	"r"	0,56	0	1	1	1	"RIGHT"	[ 192]	[STATIC, RECTANGLE, 755.0, 307.0, 770.0, 406.0]	192	"o"	1	192	LEFT	[ 192]	192	o	192	34	100,49	2,28	186	92	P13	17	6	26682
