"RECORDING_SESSION_LABEL"	"TRIAL_INDEX"	"CURRENT_FIX_DURATION"	"CURRENT_FIX_INDEX"	"CURRENT_FIX_INTEREST_AREAS"	"CURRENT_FIX_INTEREST_AREA_DATA"	"CURRENT_FIX_INTEREST_AREA_DWELL_TIME"	"CURRENT_FIX_INTEREST_AREA_FIX_COUNT"	"CURRENT_FIX_INTEREST_AREA_ID"	"CURRENT_FIX_INTEREST_AREA_INDEX"	"CURRENT_FIX_INTEREST_AREA_LABEL"	"CURRENT_FIX_INTEREST_AREA_RUN_ID"	"CURRENT_FIX_LABEL"	"CURRENT_FIX_NEAREST_INTEREST_AREA"	"CURRENT_FIX_NEAREST_INTEREST_AREA_LABEL"	"CURRENT_FIX_NEAREST_INTEREST_AREA_DISTANCE"	"CURRENT_FIX_REFIX_INTEREST_AREA"	"CURRENT_FIX_REFIX_PREV_INTEREST_AREA"	"CURRENT_FIX_RUN_INDEX"	"CURRENT_FIX_RUN_SIZE"	"EYE_USED"	"NEXT_FIX_INTEREST_AREAS"	"NEXT_FIX_INTEREST_AREA_DATA"	"NEXT_FIX_INTEREST_AREA_ID"	"NEXT_FIX_INTEREST_AREA_LABEL"	"NEXT_FIX_INTEREST_AREA_RUN_ID"	"NEXT_FIX_INTEREST_AREA_INDEX"	"NEXT_SAC_DIRECTION"	"NEXT_SAC_END_INTEREST_AREAS"	"NEXT_SAC_END_INTEREST_AREA_ID"	"NEXT_SAC_END_INTEREST_AREA_LABEL"	"NEXT_SAC_END_INTEREST_AREA_INDEX"	"NEXT_SAC_DURATION"	"NEXT_SAC_PEAK_VELOCITY"	"NEXT_SAC_AMPLITUDE"	"PREVIOUS_FIX_INTEREST_AREA_ID"	"TRIAL_FIXATION_TOTAL"	"Session_Name_"	"Trial_Index_"	"paragraphid"	"speechid"
"P13"	4	197	26	[ 166]	[STATIC, RECTANGLE, 1655.0, 204.0, 1666.0, 297.0]	197	1	166	166	"ÌŠ"	1	Fixation: 6619 ms	166	"ÌŠ"	0,24	0	1	1	1	"RIGHT"	[ 174]	[STATIC, RECTANGLE, 320.0, 297.0, 335.0, 390.0]	174	"a"	1	174	LEFT	[ 177]	177	t	177	106	343,14	21,23	164	37	P13	4	2	1327
"P13"	4	397	27	[ 174]	[STATIC, RECTANGLE, 320.0, 297.0, 335.0, 390.0]	397	1	174	174	"a"	1	Fixation: 7035 ms	174	"a"	0,19	0	1	1	1	"RIGHT"	[ 178]	[STATIC, RECTANGLE, 387.0, 297.0, 410.0, 390.0]	178	"m"	1	178	RIGHT	[ 178]	178	m	178	19	110,13	1,32	166	37	P13	4	2	1327
"P13"	4	185	28	[ 178]	[STATIC, RECTANGLE, 387.0, 297.0, 410.0, 390.0]	185	1	178	178	"m"	1	Fixation: 7451 ms	178	"m"	0,27	0	1	1	1	"RIGHT"	[ 187]	[STATIC, RECTANGLE, 560.0, 297.0, 582.0, 390.0]	187	"e"	1	187	RIGHT	[ 187]	187	e	187	31	223,32	3,73	174	37	P13	4	2	1327
"P13"	4	296	29	[ 187]	[STATIC, RECTANGLE, 560.0, 297.0, 582.0, 390.0]	296	1	187	187	"e"	1	Fixation: 7667 ms	187	"e"	0,21	0	1	1	1	"RIGHT"	[ 192]	[STATIC, RECTANGLE, 650.0, 297.0, 665.0, 390.0]	192	"g"	1	192	RIGHT	[ 192]	192	g	192	21	152,93	1,87	178	37	P13	4	2	1327
"P13"	4	305	30	[ 192]	[STATIC, RECTANGLE, 650.0, 297.0, 665.0, 390.0]	305	1	192	192	"g"	1	Fixation: 7984 ms	192	"g"	0,12	0	1	1	1	"RIGHT"	[ 202]	[STATIC, RECTANGLE, 845.0, 297.0, 860.0, 390.0]	202	"a"	1	202	RIGHT	[ 201]	201	k	201	28	241,43	3,94	187	37	P13	4	2	1327
"P13"	4	578	31	[ 202]	[STATIC, RECTANGLE, 845.0, 297.0, 860.0, 390.0]	578	1	202	202	"a"	1	Fixation: 8317 ms	202	"a"	0,20	0	0	1	1	"RIGHT"	[ 208]	[STATIC, RECTANGLE, 957.0, 297.0, 980.0, 390.0]	208	"r"	1	208	RIGHT	[ 207]	207	e	207	20	149,98	1,97	192	37	P13	4	2	1327
"P13"	4	612	32	[ 208]	[STATIC, RECTANGLE, 957.0, 297.0, 980.0, 390.0]	612	1	208	208	"r"	1	Fixation: 8915 ms	208	"r"	0,15	0	0	1	1	"RIGHT"	[ 216]	[STATIC, RECTANGLE, 1100.0, 297.0, 1115.0, 390.0]	216	"e"	1	216	RIGHT	[ 213]	213	v	213	42	130,54	1,78	202	37	P13	4	2	1327
"P13"	4	242	33	[ 216]	[STATIC, RECTANGLE, 1100.0, 297.0, 1115.0, 390.0]	242	1	216	216	"e"	1	Fixation: 9569 ms	216	"e"	0,08	0	0	1	1	"RIGHT"	[ 222]	[STATIC, RECTANGLE, 1205.0, 297.0, 1227.0, 390.0]	222	"r"	1	222	RIGHT	[ 221]	221	e	221	23	122,13	1,98	208	37	P13	4	2	1327
"P13"	4	163	34	[ 222]	[STATIC, RECTANGLE, 1205.0, 297.0, 1227.0, 390.0]	163	1	222	222	"r"	1	Fixation: 9834 ms	222	"r"	0,47	0	0	1	1	"RIGHT"	[ 230]	[STATIC, RECTANGLE, 1355.0, 297.0, 1370.0, 390.0]	230	"s"	1	230	RIGHT	[ 229]	229	l	229	22	167,82	2,58	216	37	P13	4	2	1327
"P13"	4	320	35	[ 230]	[STATIC, RECTANGLE, 1355.0, 297.0, 1370.0, 390.0]	320	1	230	230	"s"	1	Fixation: 10019 ms	230	"s"	0,56	0	0	1	1	"RIGHT"	[ 151]	[STATIC, RECTANGLE, 1392.0, 204.0, 1415.0, 297.0]	151	"d"	1	151	UP	[ 151]	151	d	151	27	128,34	1,90	222	37	P13	4	2	1327
"P13"	4	172	36	[ 151]	[STATIC, RECTANGLE, 1392.0, 204.0, 1415.0, 297.0]	172	1	151	151	"d"	1	Fixation: 10366 ms	151	"d"	0,83	0	1	1	1	"RIGHT"	[ 135]	[STATIC, RECTANGLE, 1145.0, 204.0, 1160.0, 297.0]	135	"Ã¸"	2	135	LEFT	[ 135]	135	Ã¸	135	45	289,89	5,37	230	37	P13	4	2	1327
"P13"	4	505	37	[ 135]	[STATIC, RECTANGLE, 1145.0, 204.0, 1160.0, 297.0]	743	2	135	135	"Ã¸"	2	Fixation: 10583 ms	135	"Ã¸"	0,13	20	1	1	1	"RIGHT"	.	.	.	.	.	.	LEFT	[ 212]	212	e	212	44	198,86	3,01	151	37	P13	4	2	1327
"P13"	5	268	1	[ 368]	[STATIC, RECTANGLE, 950.0, 489.0, 965.0, 582.0]	268	1	368	368	"y"	1	Fixation: 7 ms	368	"y"	0,15	0	0	1	1	"RIGHT"	[ 11]	[STATIC, RECTANGLE, 372.0, 111.0, 395.0, 204.0]	11	"e"	1	11	LEFT	[ 96, 418]	96	e	96	57	320,97	11,97	.	78	P13	5	3	1327
"P13"	5	145	2	[ 11]	[STATIC, RECTANGLE, 372.0, 111.0, 395.0, 204.0]	145	1	11	11	"e"	1	Fixation: 444 ms	11	"e"	0,90	0	1	1	1	"RIGHT"	[ 8, 400]	[STATIC, RECTANGLE, 320.0, 111.0, 335.0, 204.0]	8	"v"	1	8	LEFT	[ 7, 399]	7	h	7	18	89,62	1,35	368	78	P13	5	3	1327
"P13"	5	234	3	[ 8, 400]	[STATIC, RECTANGLE, 320.0, 111.0, 335.0, 204.0]	234	1	8	8	"v"	1	Fixation: 607 ms	8	"v"	0,05	0	1	1	1	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ 12]	12	r	12	20	113,53	1,58	11	78	P13	5	3	1327
"P13"	5	238	4	[ ]	.	.	.	.	.	.	.	Fixation: 861 ms	12	"r"	1,01	.	.	.	.	"RIGHT"	[ 18]	[STATIC, RECTANGLE, 530.0, 111.0, 545.0, 204.0]	18	"e"	1	18	RIGHT	[ 17]	17	d	17	27	148,89	2,61	8	78	P13	5	3	1327
"P13"	5	263	5	[ 18]	[STATIC, RECTANGLE, 530.0, 111.0, 545.0, 204.0]	263	1	18	18	"e"	1	Fixation: 1126 ms	18	"e"	0,45	0	1	1	1	"RIGHT"	[ 21]	[STATIC, RECTANGLE, 590.0, 111.0, 605.0, 204.0]	21	"k"	1	21	RIGHT	[ 22]	22	a	22	20	113,25	1,58	.	78	P13	5	3	1327
"P13"	5	288	6	[ 21]	[STATIC, RECTANGLE, 590.0, 111.0, 605.0, 204.0]	288	1	21	21	"k"	1	Fixation: 1409 ms	21	"k"	0,42	0	1	1	1	"RIGHT"	[ 29]	[STATIC, RECTANGLE, 732.0, 111.0, 755.0, 204.0]	29	"e"	1	29	RIGHT	[ 29]	29	e	29	45	192,67	3,14	18	78	P13	5	3	1327
"P13"	5	179	7	[ 29]	[STATIC, RECTANGLE, 732.0, 111.0, 755.0, 204.0]	179	1	29	29	"e"	1	Fixation: 1742 ms	29	"e"	0,14	0	1	1	1	"RIGHT"	[ 32]	[STATIC, RECTANGLE, 800.0, 111.0, 822.0, 204.0]	32	"n"	1	32	RIGHT	[ 32]	32	n	32	44	132,71	1,54	21	78	P13	5	3	1327
"P13"	5	208	8	[ 32]	[STATIC, RECTANGLE, 800.0, 111.0, 822.0, 204.0]	208	1	32	32	"n"	1	Fixation: 1965 ms	32	"n"	0,35	0	1	1	1	"RIGHT"	[ 38]	[STATIC, RECTANGLE, 905.0, 111.0, 920.0, 204.0]	38	"t"	1	38	RIGHT	[ 36]	36	a	36	20	104,71	1,57	29	78	P13	5	3	1327
"P13"	5	166	9	[ 38]	[STATIC, RECTANGLE, 905.0, 111.0, 920.0, 204.0]	166	1	38	38	"t"	1	Fixation: 2193 ms	38	"t"	0,25	0	1	1	1	"RIGHT"	[ 47]	[STATIC, RECTANGLE, 1077.0, 111.0, 1100.0, 204.0]	47	"k"	1	47	RIGHT	[ 46]	46	t	46	29	200,79	3,66	32	78	P13	5	3	1327
"P13"	5	337	10	[ 47]	[STATIC, RECTANGLE, 1077.0, 111.0, 1100.0, 204.0]	337	1	47	47	"k"	1	Fixation: 2388 ms	47	"k"	0,16	0	1	1	1	"RIGHT"	[ 46]	[STATIC, RECTANGLE, 1055.0, 111.0, 1077.0, 204.0]	46	"t"	1	46	.	[ 47]	47	k	47	8	44,05	0,35	38	78	P13	5	3	1327
"P13"	5	252	11	[ 46]	[STATIC, RECTANGLE, 1055.0, 111.0, 1077.0, 204.0]	252	1	46	46	"t"	1	Fixation: 2733 ms	46	"t"	0,24	0	1	1	1	"RIGHT"	[ 49]	[STATIC, RECTANGLE, 1115.0, 111.0, 1130.0, 204.0]	49	"i"	1	49	RIGHT	[ 50]	50	n	50	22	106,38	1,19	47	78	P13	5	3	1327
"P13"	5	220	12	[ 49]	[STATIC, RECTANGLE, 1115.0, 111.0, 1130.0, 204.0]	220	1	49	49	"i"	1	Fixation: 3007 ms	49	"i"	0,15	0	1	1	1	"RIGHT"	[ 58]	[STATIC, RECTANGLE, 1280.0, 111.0, 1295.0, 204.0]	58	"n"	1	58	RIGHT	[ 57]	57	Ã¦	57	33	158,22	3,01	46	78	P13	5	3	1327
"P13"	5	530	13	[ 58]	[STATIC, RECTANGLE, 1280.0, 111.0, 1295.0, 204.0]	530	1	58	58	"n"	1	Fixation: 3260 ms	58	"n"	0,15	0	1	1	1	"RIGHT"	[ 62]	[STATIC, RECTANGLE, 1355.0, 111.0, 1370.0, 204.0]	62	"a"	1	62	RIGHT	[ 62]	62	a	62	19	101,58	1,47	49	78	P13	5	3	1327
"P13"	5	224	14	[ 62]	[STATIC, RECTANGLE, 1355.0, 111.0, 1370.0, 204.0]	224	1	62	62	"a"	1	Fixation: 3809 ms	62	"a"	0,30	0	1	1	1	"RIGHT"	[ 57]	[STATIC, RECTANGLE, 1265.0, 111.0, 1280.0, 204.0]	57	"Ã¦"	1	57	LEFT	[ 56]	56	m	56	31	92,80	2,15	58	78	P13	5	3	1327
"P13"	5	163	15	[ 57]	[STATIC, RECTANGLE, 1265.0, 111.0, 1280.0, 204.0]	163	1	57	57	"Ã¦"	1	Fixation: 4064 ms	57	"Ã¦"	0,14	0	1	1	1	"RIGHT"	[ 67]	[STATIC, RECTANGLE, 1445.0, 111.0, 1460.0, 204.0]	67	"k"	1	67	RIGHT	[ 66]	66	n	66	33	152,72	3,53	62	78	P13	5	3	1327
"P13"	5	263	16	[ 67]	[STATIC, RECTANGLE, 1445.0, 111.0, 1460.0, 204.0]	263	1	67	67	"k"	1	Fixation: 4260 ms	67	"k"	0,48	0	1	1	1	"RIGHT"	[ 74]	[STATIC, RECTANGLE, 1565.0, 111.0, 1587.0, 204.0]	74	","	1	74	RIGHT	[ 74]	74	,	74	29	124,23	2,30	57	78	P13	5	3	1327
"P13"	5	174	17	[ 74]	[STATIC, RECTANGLE, 1565.0, 111.0, 1587.0, 204.0]	174	1	74	74	","	1	Fixation: 4552 ms	74	","	0,08	0	1	1	1	"RIGHT"	[ 76]	[STATIC, RECTANGLE, 1610.0, 111.0, 1625.0, 204.0]	76	"l"	1	76	RIGHT	[ 77]	77	Ã¦	77	15	75,41	1,06	67	78	P13	5	3	1327
"P13"	5	179	18	[ 76]	[STATIC, RECTANGLE, 1610.0, 111.0, 1625.0, 204.0]	179	1	76	76	"l"	1	Fixation: 4741 ms	76	"l"	0,31	0	1	1	1	"RIGHT"	[ 85, 408]	[STATIC, RECTANGLE, 297.0, 204.0, 320.0, 298.0]	85	"h"	1	85	LEFT	[ 91, 414]	91	f	91	101	405,00	24,34	74	78	P13	5	3	1327
"P13"	5	205	19	[ 85, 408]	[STATIC, RECTANGLE, 297.0, 204.0, 320.0, 298.0]	571	2	85	85	"h"	1	Fixation: 5105 ms	85	"h"	0,75	0	1	1	1	"RIGHT"	[ 86, 409]	[STATIC, RECTANGLE, 320.0, 204.0, 335.0, 298.0]	86	"a"	1	86	.	[ 85, 408]	85	h	85	9	43,44	0,43	76	78	P13	5	3	1327
"P13"	5	184	20	[ 86, 409]	[STATIC, RECTANGLE, 320.0, 204.0, 335.0, 298.0]	184	1	86	86	"a"	1	Fixation: 5319 ms	86	"a"	0,26	0	1	1	1	"RIGHT"	[ 96, 418]	[STATIC, RECTANGLE, 485.0, 204.0, 500.0, 298.0]	96	"e"	1	96	RIGHT	[ 95, 417]	95	k	95	26	228,72	3,16	85	78	P13	5	3	1327
"P13"	5	274	21	[ 96, 418]	[STATIC, RECTANGLE, 485.0, 204.0, 500.0, 298.0]	274	1	96	96	"e"	1	Fixation: 5529 ms	96	"e"	0,11	0	1	1	1	"RIGHT"	[ 110, 433]	[STATIC, RECTANGLE, 740.0, 204.0, 755.0, 298.0]	110	"g"	1	110	RIGHT	[ 109, 432]	109	o	109	31	305,60	4,84	86	78	P13	5	3	1327
"P13"	5	169	22	[ 110, 433]	[STATIC, RECTANGLE, 740.0, 204.0, 755.0, 298.0]	169	1	110	110	"g"	1	Fixation: 5834 ms	110	"g"	0,32	0	1	1	1	"RIGHT"	[ 108, 431]	[STATIC, RECTANGLE, 702.0, 204.0, 725.0, 298.0]	108	"n"	1	108	LEFT	[ 107, 430]	107	i	107	21	82,19	1,15	96	78	P13	5	3	1327
"P13"	5	224	23	[ 108, 431]	[STATIC, RECTANGLE, 702.0, 204.0, 725.0, 298.0]	224	1	108	108	"n"	1	Fixation: 6024 ms	108	"n"	0,32	0	1	1	1	"RIGHT"	[ 116, 440]	[STATIC, RECTANGLE, 860.0, 204.0, 875.0, 298.0]	116	"v"	1	116	RIGHT	[ 115, 439]	115	k	115	22	206,97	2,81	110	78	P13	5	3	1327
"P13"	5	208	24	[ 116, 440]	[STATIC, RECTANGLE, 860.0, 204.0, 875.0, 298.0]	208	1	116	116	"v"	1	Fixation: 6270 ms	116	"v"	0,38	0	1	1	1	"RIGHT"	[ 128, 452]	[STATIC, RECTANGLE, 1070.0, 204.0, 1092.0, 298.0]	128	"e"	1	128	RIGHT	[ 126, 450]	126	d	126	46	258,43	3,87	108	78	P13	5	3	1327
"P13"	5	168	25	[ 128, 452]	[STATIC, RECTANGLE, 1070.0, 204.0, 1092.0, 298.0]	168	1	128	128	"e"	1	Fixation: 6524 ms	128	"e"	0,34	0	1	1	1	"RIGHT"	[ 118, 442]	[STATIC, RECTANGLE, 890.0, 204.0, 905.0, 298.0]	118	"n"	1	118	LEFT	[ 118, 442]	118	n	118	44	142,59	4,03	116	78	P13	5	3	1327
"P13"	5	306	26	[ 118, 442]	[STATIC, RECTANGLE, 890.0, 204.0, 905.0, 298.0]	306	1	118	118	"n"	1	Fixation: 6736 ms	118	"n"	0,32	0	1	1	1	"RIGHT"	[ 129, 453]	[STATIC, RECTANGLE, 1092.0, 204.0, 1115.0, 298.0]	129	"e"	1	129	RIGHT	[ 128, 452]	128	e	128	30	214,35	3,79	128	78	P13	5	3	1327
"P13"	5	179	27	[ 129, 453]	[STATIC, RECTANGLE, 1092.0, 204.0, 1115.0, 298.0]	179	1	129	129	"e"	1	Fixation: 7072 ms	129	"e"	0,39	0	1	1	1	"RIGHT"	[ 131, 455]	[STATIC, RECTANGLE, 1137.0, 204.0, 1160.0, 298.0]	131	"m"	1	131	RIGHT	[ 132, 456]	132	Ã¦	132	21	108,36	1,63	118	78	P13	5	3	1327
"P13"	5	283	28	[ 131, 455]	[STATIC, RECTANGLE, 1137.0, 204.0, 1160.0, 298.0]	283	1	131	131	"m"	1	Fixation: 7272 ms	131	"m"	0,24	0	1	1	1	"RIGHT"	[ 145]	[STATIC, RECTANGLE, 1370.0, 204.0, 1392.0, 298.0]	145	"r"	1	145	RIGHT	[ 145]	145	r	145	35	232,81	5,06	129	78	P13	5	3	1327
"P13"	5	185	29	[ 145]	[STATIC, RECTANGLE, 1370.0, 204.0, 1392.0, 298.0]	185	1	145	145	"r"	1	Fixation: 7590 ms	145	"r"	0,75	0	1	1	1	"RIGHT"	[ 151]	[STATIC, RECTANGLE, 1475.0, 204.0, 1497.0, 298.0]	151	"r"	1	151	RIGHT	[ 151]	151	r	151	25	179,95	2,49	131	78	P13	5	3	1327
"P13"	5	218	30	[ 151]	[STATIC, RECTANGLE, 1475.0, 204.0, 1497.0, 298.0]	218	1	151	151	"r"	1	Fixation: 7800 ms	151	"r"	0,48	0	1	1	1	"RIGHT"	[ 154]	[STATIC, RECTANGLE, 1542.0, 204.0, 1565.0, 298.0]	154	"d"	1	154	RIGHT	[ 154]	154	d	154	19	92,89	1,37	145	78	P13	5	3	1327
"P13"	5	432	31	[ 154]	[STATIC, RECTANGLE, 1542.0, 204.0, 1565.0, 298.0]	432	1	154	154	"d"	1	Fixation: 8037 ms	154	"d"	0,21	0	1	1	1	"RIGHT"	[ 159]	[STATIC, RECTANGLE, 1640.0, 204.0, 1655.0, 298.0]	159	"e"	1	159	RIGHT	[ 158]	158	M	158	22	139,72	1,87	151	78	P13	5	3	1327
"P13"	5	293	32	[ 159]	[STATIC, RECTANGLE, 1640.0, 204.0, 1655.0, 298.0]	293	1	159	159	"e"	1	Fixation: 8491 ms	159	"e"	0,02	0	1	1	1	"RIGHT"	[ 164]	[STATIC, RECTANGLE, 252.0, 298.0, 275.0, 393.0]	164	"r"	1	164	LEFT	[ 170]	170	f	170	106	433,61	25,98	154	78	P13	5	3	1327
"P13"	5	220	33	[ 164]	[STATIC, RECTANGLE, 252.0, 298.0, 275.0, 393.0]	220	1	164	164	"r"	1	Fixation: 9008 ms	164	"r"	0,22	0	1	1	1	"RIGHT"	[ 176]	[STATIC, RECTANGLE, 455.0, 298.0, 477.0, 393.0]	176	"k"	1	176	RIGHT	[ 175]	175	s	175	25	260,92	3,65	159	78	P13	5	3	1327
"P13"	5	258	34	[ 176]	[STATIC, RECTANGLE, 455.0, 298.0, 477.0, 393.0]	258	1	176	176	"k"	1	Fixation: 9253 ms	176	"k"	0,22	0	1	1	1	"RIGHT"	[ 183]	[STATIC, RECTANGLE, 590.0, 298.0, 605.0, 393.0]	183	"Ã¦"	1	183	RIGHT	[ 183]	183	Ã¦	183	28	194,83	2,77	164	78	P13	5	3	1327
"P13"	5	183	35	[ 183]	[STATIC, RECTANGLE, 590.0, 298.0, 605.0, 393.0]	183	1	183	183	"Ã¦"	1	Fixation: 9539 ms	183	"Ã¦"	0,07	0	1	1	1	"RIGHT"	[ 175]	[STATIC, RECTANGLE, 440.0, 298.0, 455.0, 393.0]	175	"s"	1	175	LEFT	[ 174]	174	i	174	29	192,68	3,36	176	78	P13	5	3	1327
"P13"	5	214	36	[ 175]	[STATIC, RECTANGLE, 440.0, 298.0, 455.0, 393.0]	214	1	175	175	"s"	1	Fixation: 9751 ms	175	"s"	0,15	0	1	1	1	"RIGHT"	[ 182]	[STATIC, RECTANGLE, 567.0, 298.0, 590.0, 393.0]	182	"l"	1	182	RIGHT	[ 181]	181	t	181	45	204,01	2,31	183	78	P13	5	3	1327
"P13"	5	161	37	[ 182]	[STATIC, RECTANGLE, 567.0, 298.0, 590.0, 393.0]	161	1	182	182	"l"	1	Fixation: 10010 ms	182	"l"	0,02	0	1	1	1	"RIGHT"	[ 188]	[STATIC, RECTANGLE, 665.0, 298.0, 687.0, 393.0]	188	"e"	1	188	RIGHT	[ 188]	188	e	188	21	151,09	2,22	175	78	P13	5	3	1327
"P13"	5	171	38	[ 188]	[STATIC, RECTANGLE, 665.0, 298.0, 687.0, 393.0]	412	2	188	188	"e"	1	Fixation: 10192 ms	188	"e"	0,12	0	1	1	1	"RIGHT"	[ 197]	[STATIC, RECTANGLE, 845.0, 298.0, 860.0, 393.0]	197	"i"	1	197	RIGHT	[ 197]	197	i	197	37	220,55	3,58	182	78	P13	5	3	1327
"P13"	5	345	39	[ 197]	[STATIC, RECTANGLE, 845.0, 298.0, 860.0, 393.0]	345	1	197	197	"i"	1	Fixation: 10400 ms	197	"i"	0,18	0	1	1	1	"RIGHT"	[ 202]	[STATIC, RECTANGLE, 935.0, 298.0, 950.0, 393.0]	202	"l"	1	202	RIGHT	[ 202]	202	l	202	25	140,93	2,13	188	78	P13	5	3	1327
"P13"	5	204	40	[ 202]	[STATIC, RECTANGLE, 935.0, 298.0, 950.0, 393.0]	204	1	202	202	"l"	1	Fixation: 10770 ms	202	"l"	0,25	0	1	1	1	"RIGHT"	[ 212]	[STATIC, RECTANGLE, 1115.0, 298.0, 1130.0, 393.0]	212	"l"	1	212	RIGHT	[ 211]	211	l	211	27	187,29	3,12	197	78	P13	5	3	1327
"P13"	5	795	41	[ 212]	[STATIC, RECTANGLE, 1115.0, 298.0, 1130.0, 393.0]	795	1	212	212	"l"	1	Fixation: 11001 ms	212	"l"	0,21	0	1	1	1	"RIGHT"	[ 220]	[STATIC, RECTANGLE, 1265.0, 298.0, 1280.0, 393.0]	220	"e"	1	220	RIGHT	[ 220]	220	e	220	39	144,51	3,36	202	78	P13	5	3	1327
"P13"	5	199	42	[ 220]	[STATIC, RECTANGLE, 1265.0, 298.0, 1280.0, 393.0]	199	1	220	220	"e"	1	Fixation: 11835 ms	220	"e"	0,51	0	1	1	1	"RIGHT"	[ 227]	[STATIC, RECTANGLE, 1385.0, 298.0, 1400.0, 393.0]	227	"a"	1	227	RIGHT	[ 227]	227	a	227	32	161,81	2,71	212	78	P13	5	3	1327
"P13"	5	425	43	[ 227]	[STATIC, RECTANGLE, 1385.0, 298.0, 1400.0, 393.0]	425	1	227	227	"a"	1	Fixation: 12066 ms	227	"a"	0,52	0	1	1	1	"RIGHT"	[ 237]	[STATIC, RECTANGLE, 1550.0, 298.0, 1572.0, 393.0]	237	"s"	1	237	RIGHT	[ 234]	234	o	234	26	131,45	2,33	220	78	P13	5	3	1327
"P13"	5	308	44	[ 237]	[STATIC, RECTANGLE, 1550.0, 298.0, 1572.0, 393.0]	308	1	237	237	"s"	1	Fixation: 12517 ms	237	"s"	0,57	0	1	1	1	"RIGHT"	[ 239]	[STATIC, RECTANGLE, 1595.0, 298.0, 1610.0, 393.0]	239	"a"	1	239	RIGHT	[ 239]	239	a	239	21	86,98	1,10	227	78	P13	5	3	1327
"P13"	5	110	45	[ 239]	[STATIC, RECTANGLE, 1595.0, 298.0, 1610.0, 393.0]	110	1	239	239	"a"	1	Fixation: 12846 ms	239	"a"	0,24	0	1	1	1	"RIGHT"	[ 266]	[STATIC, RECTANGLE, 590.0, 393.0, 605.0, 489.0]	266	"Ã¦"	1	266	LEFT	[ 267]	267	s	267	548	408,82	20,57	237	78	P13	5	3	1327
"P13"	5	685	46	[ 266]	[STATIC, RECTANGLE, 590.0, 393.0, 605.0, 489.0]	685	1	266	266	"Ã¦"	1	Fixation: 13504 ms	266	"Ã¦"	0,22	0	1	1	1	"RIGHT"	[ 274]	[STATIC, RECTANGLE, 725.0, 393.0, 747.0, 489.0]	274	"e"	1	274	RIGHT	[ 273]	273	k	273	23	193,99	2,91	239	78	P13	5	3	1327
"P13"	5	202	47	[ 274]	[STATIC, RECTANGLE, 725.0, 393.0, 747.0, 489.0]	202	1	274	274	"e"	1	Fixation: 14212 ms	274	"e"	0,58	0	1	1	1	"RIGHT"	[ 280]	[STATIC, RECTANGLE, 845.0, 393.0, 860.0, 489.0]	280	"n"	1	280	RIGHT	[ 279]	279	Ã¦	279	25	165,23	2,33	266	78	P13	5	3	1327
"P13"	5	414	48	[ 280]	[STATIC, RECTANGLE, 845.0, 393.0, 860.0, 489.0]	414	1	280	280	"n"	1	Fixation: 14439 ms	280	"n"	0,43	0	1	1	1	"RIGHT"	[ 288]	[STATIC, RECTANGLE, 995.0, 393.0, 1010.0, 489.0]	288	"o"	1	288	RIGHT	[ 287]	287	f	287	30	168,56	2,74	274	78	P13	5	3	1327
"P13"	5	167	49	[ 288]	[STATIC, RECTANGLE, 995.0, 393.0, 1010.0, 489.0]	167	1	288	288	"o"	1	Fixation: 14883 ms	288	"o"	0,20	0	1	1	1	"RIGHT"	[ 283]	[STATIC, RECTANGLE, 897.0, 393.0, 920.0, 489.0]	283	"u"	1	283	LEFT	[ 283]	283	u	283	34	144,56	2,31	280	78	P13	5	3	1327
"P13"	5	206	50	[ 283]	[STATIC, RECTANGLE, 897.0, 393.0, 920.0, 489.0]	206	1	283	283	"u"	1	Fixation: 15084 ms	283	"u"	0,16	0	1	1	1	"RIGHT"	[ 290]	[STATIC, RECTANGLE, 1032.0, 393.0, 1055.0, 489.0]	290	"r"	1	290	RIGHT	[ 289]	289	r	289	23	149,36	2,39	288	78	P13	5	3	1327
"P13"	5	180	51	[ 290]	[STATIC, RECTANGLE, 1032.0, 393.0, 1055.0, 489.0]	180	1	290	290	"r"	1	Fixation: 15313 ms	290	"r"	0,28	0	1	1	1	"RIGHT"	[ 294]	[STATIC, RECTANGLE, 1100.0, 393.0, 1115.0, 489.0]	294	"e"	1	294	RIGHT	[ 295]	295	n	295	22	128,19	1,81	283	78	P13	5	3	1327
"P13"	5	210	52	[ 294]	[STATIC, RECTANGLE, 1100.0, 393.0, 1115.0, 489.0]	210	1	294	294	"e"	1	Fixation: 15515 ms	294	"e"	0,58	0	1	1	1	"RIGHT"	[ 305]	[STATIC, RECTANGLE, 1287.0, 393.0, 1310.0, 489.0]	305	"s"	1	305	RIGHT	[ 305]	305	s	305	37	194,97	4,13	290	78	P13	5	3	1327
"P13"	5	197	53	[ 305]	[STATIC, RECTANGLE, 1287.0, 393.0, 1310.0, 489.0]	197	1	305	305	"s"	1	Fixation: 15762 ms	305	"s"	0,45	0	1	1	1	"RIGHT"	[ 314]	[STATIC, RECTANGLE, 1445.0, 393.0, 1460.0, 489.0]	314	"l"	1	314	RIGHT	[ 313]	313	s	313	26	160,06	2,62	294	78	P13	5	3	1327
